id,sex,dob,dod,remove.date,mother,father,behavioual.mother,group.at.birth,birth.season,group.at.death,yob,yod
I03K11,F,2003-01-01,2004-12-31,NA,NA,NA,K11,F,2003,F,2003,2004
I03T86,F,2003-01-04,NA,2004-02-20,NA,NA,T86,CC,2003,NA,2003,NA
I0337B,F,2003-01-05,NA,2004-01-27,NA,NA,37B,BB,2003,NA,2003,NA
I03X86,M,2003-01-06,2003-01-09,NA,NA,NA,X86,HH,2003,HH,2003,2003
I0340A,M,2003-01-06,NA,2004-02-24,NA,NA,40A,CC,2003,NA,2003,NA
87S,M,2003-01-12,2006-10-23,NA,28A,NA,28A,R,2003,R,2003,2006
I0382C,M,2003-01-13,NA,2004-01-22,NA,NA,82C,CC,2003,NA,2003,NA
I0392D,U,2003-01-16,2003-01-17,NA,NA,NA,92D,F,2003,F,2003,2003
I0364A,F,2003-01-19,2004-12-31,NA,NA,NA,64A,F,2003,F,2003,2004
I03O27,U,2003-01-22,2003-01-22,NA,NA,NA,O27,BB,2003,BB,2003,2003
I0311C,F,2003-01-31,NA,2004-02-13,NA,NA,11C,BB,2003,NA,2003,NA
I03N37,M,2003-02-06,NA,2004-01-22,NA,NA,N37,BB,2003,NA,2003,NA
I0328G,M,2003-02-12,2004-12-31,NA,NA,NA,28G,F,2003,F,2003,2004
I03J91,M,2003-02-17,2004-12-31,NA,NA,NA,J91,F,2003,F,2003,2004
I0393A,M,2003-02-17,NA,2004-01-27,NA,NA,93A,BB,2003,NA,2003,NA
I03X33,M,2003-03-02,NA,2004-01-22,NA,NA,X33,BB,2003,NA,2003,NA
I03D07,F,2003-03-11,2003-04-16,NA,NA,NA,D07,R,2003,R,2003,2003
39S,F,2002-05-04,2006-07-13,NA,20C,Z90,20C,V,2002,V,2002,2006
90R,M,2001-11-25,NA,2004-01-27,NA,Z88,27C,F,2002,NA,2001,NA
15S,F,2001-12-20,NA,2004-01-21,82B,Z88,82B,CC,2002,NA,2001,NA
34R,M,2001-10-23,NA,2004-01-27,G68,Z71,G68,R,2002,NA,2001,NA
41R,M,2001-11-01,NA,2004-01-23,X28,Z71,X28,R,2002,NA,2001,NA
38R,M,2001-11-24,NA,2004-01-22,K84,Z71,K84,R,2002,NA,2001,NA
33R,F,2001-11-26,NA,2004-02-12,02A,Z71,02A,R,2002,NA,2001,NA
26R,M,2001-11-27,NA,2004-01-28,77G,Z71,77G,R,2002,NA,2001,NA
17R,F,2001-12-06,NA,2004-01-22,96A,Z71,96A,R,2002,NA,2001,NA
72R,F,2001-12-26,NA,2004-01-27,N40,Z71,N40,R,2002,NA,2001,NA
20R,F,2002-01-08,NA,2009-02-13,15C,Z71,15C,R,2002,NA,2002,NA
21R,M,2002-02-05,NA,2004-02-12,K28,Z71,K28,R,2002,NA,2002,NA
89R,F,2001-11-24,NA,2004-03-02,V78,Z46,V78,KK,2002,NA,2001,NA
62R,F,2002-01-06,NA,NA,Z51,Z46,Z51,KK,2002,NA,2002,NA
90P,F,2001-11-12,NA,NA,28G,Z19,28G,F,2002,NA,2001,NA
09S,M,2001-11-26,NA,2004-01-30,56A,Z10,56A,F,2002,NA,2001,NA
36S,M,2001-12-05,2015-11-20,NA,Z11,Z10,Z11,F,2002,V,2001,2015
04S,M,2001-11-27,NA,2004-01-22,68C,Z01,68C,R,2002,NA,2001,NA
70R,F,2001-11-30,NA,2004-01-28,91A,Z01,91A,R,2002,NA,2001,NA
97R,F,2002-01-04,NA,NA,Z99,Z01,Z99,S,2002,NA,2002,NA
23R,F,2002-03-07,NA,2004-01-23,35F,Z01,35F,R,2002,NA,2002,NA
96R,M,2001-12-02,NA,2004-02-05,X60,X98,X60,S,2002,NA,2001,NA
16R,M,2001-12-08,NA,NA,06A,X98,06A,S,2002,NA,2001,NA
17S,F,2002-04-30,NA,2004-01-27,51D,X98,51D,BB,2002,NA,2002,NA
82P,M,2001-12-31,NA,2004-01-22,82A,X81,82A,F,2002,NA,2001,NA
01R,F,2001-11-06,2014-12-01,NA,X67,X80,X67,V,2002,V,2001,2014
16S,F,2001-11-06,NA,NA,13A,X61,13A,HH,2002,NA,2001,NA
55R,F,2001-11-08,NA,NA,55A,X61,55A,HH,2002,NA,2001,NA
63R,M,2001-11-16,NA,2004-01-21,37D,X61,37D,KK,2002,NA,2001,NA
88R,F,2001-12-25,2009-09-28,NA,21H,X61,21H,KK,2002,KK,2001,2009
77R,F,2001-11-17,NA,2004-01-21,73C,X58,73C,HH,2002,NA,2001,NA
20S,F,2001-11-29,NA,NA,22H,X58,22H,HH,2002,NA,2001,NA
21S,M,2002-01-29,NA,2004-02-13,L48,X58,L48,HH,2002,NA,2002,NA
34S,M,2001-12-27,NA,2004-02-12,46F,X52,46F,F,2002,NA,2001,NA
75R,M,2002-01-06,NA,2004-01-21,43I,X48,43I,F,2002,NA,2002,NA
91P,M,2001-11-05,2012-10-01,NA,X44,V95,X44,F,2002,X,2001,2012
92P,M,2001-11-17,NA,2004-01-28,X17,V95,X17,F,2002,NA,2001,NA
45R,F,2002-01-16,2009-09-08,NA,S37,V83,S37,S,2002,S,2002,2009
02S,M,2002-01-24,NA,2004-02-04,O35,V83,O35,S,2002,NA,2002,NA
27R,F,2001-11-19,NA,2004-01-23,S96,V79,S96,R,2002,NA,2001,NA
42R,F,2001-12-06,NA,2004-02-05,V60,V79,V60,R,2002,NA,2001,NA
93P,F,2001-12-27,NA,2004-01-22,D69,V79,D69,F,2002,NA,2001,NA
51R,F,2001-12-28,2010-03-17,NA,T83,V79,T83,S,2002,S,2001,2010
36R,M,2001-12-29,2003-03-28,NA,54B,V79,54B,R,2002,R,2001,2003
78R,M,2001-11-18,NA,2004-01-23,67G,V45,67G,F,2002,NA,2001,NA
11S,M,2001-12-19,NA,2004-02-12,79C,V45,79C,F,2002,NA,2001,NA
84P,F,2002-03-15,NA,2004-01-21,R59,V45,R59,F,2002,NA,2002,NA
06R,M,2001-11-03,NA,2004-02-24,69F,T82,69F,BB,2002,NA,2001,NA
03S,F,2002-01-31,2010-03-19,NA,D82,T57,D82,S,2002,S,2002,2010
30S,M,2002-05-10,NA,2009-03-11,14E,T54,14E,V,2002,NA,2002,NA
02R,M,2001-11-14,2014-02-14,NA,15E,T53,15E,V,2002,HH,2001,2014
78P,M,2002-01-27,NA,2010-01-28,03J,T53,03J,F,2002,NA,2002,NA
86R,M,2002-01-27,NA,2004-01-30,17C,T29,17C,F,2002,NA,2002,NA
12S,F,2001-11-26,NA,2004-02-12,L19,S47,L19,R,2002,NA,2001,NA
29R,F,2001-12-03,NA,2004-01-23,32A,S47,32A,R,2002,NA,2001,NA
71R,F,2001-12-12,NA,2006-02-07,H02,S47,H02,R,2002,NA,2001,NA
18R,M,2002-01-09,NA,2004-02-13,O96,S47,93I,R,2002,NA,2002,NA
85P,F,2001-11-15,2003-09-22,NA,J91,R70,J91,F,2002,F,2001,2003
14S,F,2002-03-15,NA,2004-01-22,89C,R70,89C,F,2002,NA,2002,NA
57R,F,2001-11-27,NA,2004-02-13,V72,O34,V72,HH,2002,NA,2001,NA
28S,M,2001-12-10,2004-01-20,NA,X86,O34,X86,HH,2002,HH,2001,2004
13S,M,2001-12-01,NA,2004-01-27,K00,O23,K00,F,2002,NA,2001,NA
35R,F,2001-12-11,NA,2009-03-03,28A,O15,28A,R,2002,NA,2001,NA
23S,F,2001-12-25,NA,2004-02-12,67C,O15,67C,R,2002,NA,2001,NA
75P,F,2001-11-13,NA,2004-01-23,X97,N60,X97,F,2002,NA,2001,NA
80P,F,2001-12-14,NA,2004-02-12,57H,L83,57H,F,2002,NA,2001,NA
89P,F,2002-01-01,NA,2004-01-30,H74,L64,H74,F,2002,NA,2002,NA
24R,M,2001-11-08,NA,2004-01-28,29I,L34,29I,R,2002,NA,2001,NA
28R,F,2001-12-08,NA,2004-01-23,J99,K85,J99,R,2002,NA,2001,NA
65R,F,2001-12-10,NA,2004-02-06,43F,K85,43F,F,2002,NA,2001,NA
24S,F,2002-02-05,NA,2004-02-12,T95,K85,T95,R,2002,NA,2002,NA
08S,M,2001-12-24,NA,2004-03-09,24B,K32,24B,F,2002,NA,2001,NA
60R,F,2001-12-03,NA,NA,58H,K14,58H,KK,2002,NA,2001,NA
54R,F,2001-12-16,NA,2004-01-21,45F,K14,45F,KK,2002,NA,2001,NA
69R,M,2001-11-09,NA,2004-01-22,71G,J21,71G,R,2002,NA,2001,NA
18S,M,2001-12-01,2003-03-03,NA,33C,J21,33C,R,2002,R,2001,2003
19R,M,2002-01-17,NA,2004-01-22,93I,J21,O96,R,2002,NA,2002,NA
87P,M,2001-10-28,NA,2004-02-12,V36,I37,V36,F,2002,NA,2001,NA
43R,M,2002-01-10,2008-09-17,NA,95A,H90,95A,R,2002,X,2002,2008
59R,M,2001-11-24,NA,2004-01-23,21G,G62,21G,KK,2002,NA,2001,NA
66R,F,2001-11-03,NA,2004-01-21,34B,E54,34B,KK,2002,NA,2001,NA
37S,M,2001-12-25,NA,2004-01-30,X87,D71,X87,F,2002,NA,2001,NA
88P,F,2001-12-07,NA,2004-01-21,64A,91B,64A,F,2002,NA,2001,NA
12R,M,2001-10-29,NA,2004-03-02,13D,90B,13D,BB,2002,NA,2001,NA
15R,F,2001-12-04,NA,2004-01-28,Z75,90B,Z75,CC,2002,NA,2001,NA
95P,M,2001-11-26,2009-09-09,NA,32G,85E,32G,V,2002,F,2001,2009
81P,M,2001-11-12,NA,2004-01-21,54D,85B,54D,F,2002,NA,2001,NA
26S,M,2001-12-24,NA,2004-01-30,N12,85B,N12,F,2002,NA,2001,NA
74P,F,2002-01-17,NA,2004-01-23,21C,85B,21C,F,2002,NA,2002,NA
05S,F,2001-10-29,NA,2004-02-12,30D,80B,30D,R,2002,NA,2001,NA
76R,M,2002-03-15,NA,2004-01-22,N86,79F,N86,HH,2002,NA,2002,NA
91R,F,2002-03-15,NA,2004-01-22,78C,79F,78C,HH,2002,NA,2002,NA
19S,M,2001-11-23,NA,2004-01-28,74B,79B,74B,R,2002,NA,2001,NA
31S,M,2001-12-05,NA,NA,03H,79B,03H,R,2002,NA,2001,NA
40R,F,2001-12-17,NA,2004-03-12,Z53,79B,Z53,R,2002,NA,2001,NA
76P,F,2001-12-31,NA,2004-02-05,K11,79B,K11,F,2002,NA,2001,NA
35S,F,2002-01-20,NA,2004-02-04,J92,79B,J92,F,2002,NA,2002,NA
07S,F,2001-11-03,NA,2004-01-21,03B,70C,03B,KK,2002,NA,2001,NA
52R,F,2001-11-03,NA,2004-01-21,19A,70C,19A,KK,2002,NA,2001,NA
53R,M,2001-11-20,NA,2004-01-21,O55,70C,O55,KK,2002,NA,2001,NA
64R,F,2002-03-07,NA,2010-02-23,53E,70C,53E,KK,2002,NA,2002,NA
09R,M,2001-12-05,NA,2004-01-27,33H,66D,33H,CC,2002,NA,2001,NA
10S,F,2001-11-26,2012-08-02,NA,61A,65F,61A,F,2002,NNN,2001,2012
30R,M,2001-12-03,2003-03-15,NA,V37,65F,V37,F,2002,F,2001,2003
83R,F,2002-01-23,NA,2004-01-22,62H,65F,62H,F,2002,NA,2002,NA
79P,M,2002-02-05,NA,2004-02-12,39B,65F,39B,F,2002,NA,2002,NA
74R,M,2001-12-28,NA,2004-01-30,44J,61G,44J,F,2002,NA,2001,NA
05R,F,2001-10-23,NA,2004-03-03,50D,61D,50D,CC,2002,NA,2001,NA
13R,F,2001-11-08,NA,2004-02-03,36B,61D,36B,BB,2002,NA,2001,NA
82R,F,2001-12-22,NA,2004-03-02,82C,61D,82C,CC,2002,NA,2001,NA
98R,M,2001-11-12,NA,2004-02-06,NA,61B,72F,BB,2002,NA,2001,NA
33S,M,2001-11-27,NA,2004-02-03,X33,61B,X33,BB,2002,NA,2001,NA
11R,F,2002-01-20,NA,2004-01-30,95B,61B,95B,BB,2002,NA,2002,NA
97P,M,2001-11-25,NA,2004-02-05,T03,60D,T03,V,2002,NA,2001,NA
06S,F,2001-12-06,NA,2004-01-29,K79,57D,K79,BB,2002,NA,2001,NA
29S,M,2001-12-11,NA,2004-02-03,35I,57D,35I,BB,2002,NA,2001,NA
49R,F,2001-10-28,NA,2004-02-25,53B,56F,53B,CC,2002,NA,2001,NA
47R,F,2001-11-03,NA,2004-01-27,55F,56F,55F,CC,2002,NA,2001,NA
99R,F,2001-11-13,NA,2004-02-20,41C,56F,41C,BB,2002,NA,2001,NA
48R,F,2001-12-09,NA,2004-01-30,50F,56F,50F,CC,2002,NA,2001,NA
81R,M,2002-01-05,NA,2004-02-03,J01,56F,J01,BB,2002,NA,2002,NA
77P,M,2001-11-28,NA,2004-01-21,V58,51A,V58,F,2002,NA,2001,NA
27S,M,2001-12-08,NA,2004-01-29,L29,51A,L29,BB,2002,NA,2001,NA
25R,M,2001-12-09,NA,NA,V44,51A,V44,R,2002,NA,2001,NA
94R,F,2001-11-08,NA,2004-01-30,H64,50B,H64,S,2002,NA,2001,NA
32S,F,2001-11-12,NA,NA,V65,45A,V65,F,2002,NA,2001,NA
61R,M,2001-12-15,NA,NA,07A,45A,07A,KK,2002,NA,2001,NA
25S,M,2002-01-09,NA,2004-02-03,O27,45A,O27,BB,2002,NA,2002,NA
38S,F,2001-11-21,NA,2004-03-02,O52,43A,O52,F,2002,NA,2001,NA
56R,F,2001-12-04,NA,NA,V80,43A,V80,HH,2002,NA,2001,NA
07R,M,2001-12-15,NA,2004-01-21,65A,43A,65A,KK,2002,NA,2001,NA
94P,M,2001-12-21,NA,2004-01-27,S16,43A,S16,F,2002,NA,2001,NA
58R,M,2002-01-10,2011-05-04,NA,02G,42F,02G,KK,2002,KK,2002,2011
99P,F,2001-12-16,2003-10-30,NA,74E,40C,74E,V,2002,V,2001,2003
73R,M,2002-01-05,NA,2004-01-29,L66,40C,L49,V,2002,NA,2002,NA
40S,M,2001-11-15,NA,2004-01-29,R65,39C,R65,F,2002,NA,2001,NA
86P,M,2002-01-02,NA,2004-01-30,Z14,39C,Z14,F,2002,NA,2002,NA
79R,M,2001-11-26,NA,2004-02-13,Z67,37C,Z67,BB,2002,NA,2001,NA
85R,M,2002-01-10,NA,2004-02-13,37B,37C,37B,BB,2002,NA,2002,NA
80R,F,2002-02-15,NA,2004-01-29,11C,37C,11C,BB,2002,NA,2002,NA
39R,M,2001-10-23,NA,2004-01-21,X83,33A,X83,R,2002,NA,2001,NA
44R,M,2001-11-03,NA,2004-01-27,NA,33A,77D,R,2002,NA,2001,NA
67R,M,2001-11-04,2003-02-22,NA,O33,33A,O33,R,2002,R,2001,2003
32R,M,2001-11-08,NA,2004-01-28,87F,33A,87F,R,2002,NA,2001,NA
37R,F,2001-11-15,NA,2004-02-04,10C,33A,10C,R,2002,NA,2001,NA
68R,F,2001-12-01,NA,2004-01-22,H45,33A,H45,R,2002,NA,2001,NA
98P,F,2001-11-18,NA,2004-02-06,J79,29C,J79,V,2002,NA,2001,NA
87R,F,2001-12-23,NA,2004-01-28,78A,29C,78A,F,2002,NA,2001,NA
22S,F,2001-11-17,2009-02-15,NA,76D,28E,76D,R,2002,R,2001,2009
95R,F,2001-12-13,NA,2004-03-04,T84,28B,T84,S,2002,NA,2001,NA
14R,F,2001-11-17,NA,2004-01-27,80C,25B,80C,CC,2002,NA,2001,NA
93R,M,2001-10-23,NA,NA,Z82,17A,Z82,S,2002,NA,2001,NA
22R,M,2001-10-27,NA,NA,J74,17A,J74,S,2002,NA,2001,NA
00S,M,2001-11-07,NA,2004-01-30,36D,17A,36D,S,2002,NA,2001,NA
84R,F,2001-12-05,NA,2004-02-20,39A,14D,39A,CC,2002,NA,2001,NA
50R,M,2001-12-15,2003-03-15,NA,T86,14D,T86,CC,2002,CC,2001,2003
46R,M,2001-12-18,NA,2004-02-24,V99,14D,V99,BB,2002,NA,2001,NA
08R,F,2001-12-21,NA,2004-02-06,31D,14D,31D,BB,2002,NA,2001,NA
03R,M,2001-11-08,NA,2004-02-06,T98,13E,T98,V,2002,NA,2001,NA
00R,F,2002-03-15,NA,2004-01-29,13B,12E,13B,V,2002,NA,2002,NA
04R,M,2001-12-03,NA,2004-01-21,42B,10D,42B,F,2002,NA,2001,NA
31R,F,2001-11-17,NA,2006-02-22,X37,03D,X37,R,2002,NA,2001,NA
83P,F,2001-11-26,2003-02-11,NA,01B,02C,01B,F,2002,F,2001,2003
96P,M,2001-12-26,NA,2004-03-02,L49,00A,L66,V,2002,NA,2001,NA
I0239F,M,2001-09-18,2001-09-18,NA,NA,NA,39F,R,2002,R,2001,2001
I0292D,U,2001-10-08,2001-10-08,NA,NA,NA,92D,F,2002,F,2001,2001
I0278E,M,2001-10-11,2001-10-14,NA,NA,NA,78E,DD,2002,DD,2001,2001
I0220E,F,2001-10-19,NA,2002-02-22,NA,NA,20E,E,2002,NA,2001,NA
I02Z81,F,2001-10-19,NA,2002-02-27,NA,NA,Z81,D,2002,NA,2001,NA
I0228H,U,2001-10-22,2001-10-22,NA,NA,NA,28H,BB,2002,BB,2001,2001
I02O44,M,2001-10-27,NA,2002-03-05,NA,NA,O44,F,2002,NA,2001,NA
I02N13,F,2001-10-28,NA,2002-03-05,NA,NA,N13,F,2002,NA,2001,NA
I02J71,U,2001-10-29,2001-10-29,NA,NA,NA,J71,S,2002,S,2001,2001
I0247A,F,2001-10-30,NA,2002-02-27,NA,NA,47A,D,2002,NA,2001,NA
I02F38,M,2001-11-02,2001-11-16,NA,NA,NA,F38,V,2002,V,2001,2001
I0277H,F,2001-11-05,2002-06-12,NA,NA,NA,77H,BB,2002,BB,2001,2002
I0200B,F,2001-11-05,NA,2002-02-22,NA,NA,00B,L,2002,NA,2001,NA
I02X55,F,2001-11-06,NA,2002-02-08,NA,NA,X55,D,2002,NA,2001,NA
I02J89,M,2001-11-06,NA,2002-02-22,NA,NA,J89,E,2002,NA,2001,NA
I0228I,U,2001-11-08,2001-12-07,NA,NA,NA,28I,R,2002,R,2001,2001
I0298C,F,2001-11-08,2002-11-18,NA,NA,NA,98C,CC,2002,CC,2001,2002
I02T85,F,2001-11-08,NA,2002-03-07,NA,NA,T85,S,2002,NA,2001,NA
I0285F,M,2001-11-11,2003-03-15,NA,NA,NA,85F,KK,2002,KK,2001,2003
I02R74,M,2001-11-11,NA,2002-03-07,NA,NA,R74,I,2002,NA,2001,NA
I0296G,F,2001-11-12,2001-11-21,NA,NA,NA,96G,R,2002,R,2001,2001
I0244B,M,2001-11-12,2002-02-21,NA,NA,NA,44B,E,2002,E,2001,2002
I0257A,F,2001-11-12,NA,2002-01-23,NA,NA,57A,F,2002,NA,2001,NA
I0295G,F,2001-11-12,NA,2002-02-21,NA,NA,95G,J,2002,NA,2001,NA
I0272G,M,2001-11-12,NA,2002-02-26,NA,NA,72G,E,2002,NA,2001,NA
I0293D,F,2001-11-12,NA,2002-03-22,NA,NA,93D,F,2002,NA,2001,NA
I0267F,F,2001-11-14,2001-12-27,NA,NA,NA,67F,V,2002,V,2001,2001
I0274H,F,2001-11-14,2002-01-25,NA,NA,NA,74H,R,2002,R,2001,2002
I0214C,F,2001-11-14,NA,2002-03-19,NA,NA,14C,F,2002,NA,2001,NA
I02L80,M,2001-11-15,2001-12-27,NA,NA,NA,L80,K,2002,K,2001,2001
I0281E,F,2001-11-16,2003-02-28,NA,NA,NA,81E,V,2002,V,2001,2003
I02X78,M,2001-11-16,NA,2002-02-27,NA,NA,X78,G,2002,NA,2001,NA
I02R78,F,2001-11-16,NA,2002-02-28,NA,NA,R78,F,2002,NA,2001,NA
I0248B,U,2001-11-17,2001-12-04,NA,NA,NA,48B,F,2002,F,2001,2001
I02O38,F,2001-11-17,NA,2002-03-13,NA,NA,O38,G,2002,NA,2001,NA
I02F72,F,2001-11-18,2001-11-28,NA,NA,NA,F72,F,2002,F,2001,2001
I0278C-1,F,2001-11-18,2001-12-18,NA,NA,NA,78C,HH,2002,HH,2001,2001
I0276H,M,2001-11-18,2002-09-30,NA,NA,NA,76H,HH,2002,HH,2001,2002
I02S55,F,2001-11-18,NA,2002-02-21,NA,NA,S55,J,2002,NA,2001,NA
I02J66,U,2001-11-20,NA,2002-02-21,NA,NA,J66,J,2002,NA,2001,NA
I0251B,F,2001-11-20,NA,2002-03-12,NA,NA,51B,G,2002,NA,2001,NA
I0274F,U,2001-11-21,2001-12-07,NA,NA,NA,74F,DD,2002,DD,2001,2001
I02X46,M,2001-11-21,NA,2002-02-27,NA,NA,X46,U,2002,NA,2001,NA
I02R27,M,2001-11-23,2001-12-13,NA,NA,NA,R27,C,2002,C,2001,2001
I02N20,F,2001-11-23,2001-12-14,NA,NA,NA,N20,J,2002,J,2001,2001
I02L84,M,2001-11-23,2002-06-19,NA,NA,NA,L84,KK,2002,KK,2001,2002
I02K83,M,2001-11-23,2003-03-15,NA,NA,NA,K83,BB,2002,BB,2001,2003
92R,M,2001-11-23,NA,2004-02-24,93A,NA,93A,BB,2002,NA,2001,NA
I02Z52,M,2001-11-24,NA,2002-01-17,NA,NA,Z52,J,2002,NA,2001,NA
I0208F,M,2001-11-24,NA,2002-01-23,NA,NA,08F,F,2002,NA,2001,NA
I02L97,M,2001-11-24,NA,2002-02-08,NA,NA,L97,D,2002,NA,2001,NA
I02T12,F,2001-11-24,NA,2002-02-28,NA,NA,T12,E,2002,NA,2001,NA
01S,M,2001-11-24,NA,2004-01-30,40A,NA,40A,CC,2002,NA,2001,NA
I0246B,M,2001-11-25,2002-05-16,NA,NA,NA,46B,S,2002,S,2001,2002
I0290D,F,2001-11-25,2003-03-15,NA,NA,NA,90D,F,2002,F,2001,2003
I0213H,U,2001-11-26,2001-12-18,NA,NA,NA,13H,V,2002,V,2001,2001
I02Z72,U,2001-11-26,NA,2002-02-21,NA,NA,Z72,DD,2002,NA,2001,NA
I02Z74,F,2001-11-26,NA,2002-03-13,NA,NA,Z74,G,2002,NA,2001,NA
I02V76,M,2001-11-26,NA,2002-03-19,NA,NA,V76,L,2002,NA,2001,NA
I02Z78,U,2001-11-27,2001-12-08,NA,NA,NA,Z78,F,2002,F,2001,2001
I02O30,M,2001-11-27,2002-04-22,NA,NA,NA,O30,C,2002,C,2001,2002
I0259F,F,2001-11-27,2002-06-10,NA,NA,NA,59F,R,2002,R,2001,2002
I02Z73,U,2001-11-27,NA,2002-03-21,NA,NA,Z73,G,2002,NA,2001,NA
I0270H,M,2001-11-28,NA,2002-03-13,NA,NA,70H,G,2002,NA,2001,NA
I02K81,F,2001-12-01,2002-04-02,NA,NA,NA,K81,R,2002,R,2001,2002
I0273B,M,2001-12-01,2003-03-15,NA,NA,NA,73B,F,2002,F,2001,2003
I02K07,F,2001-12-02,NA,2002-01-23,NA,NA,K07,F,2002,NA,2001,NA
I0205D,M,2001-12-02,NA,2002-02-21,NA,NA,05D,D,2002,NA,2001,NA
I0204A,M,2001-12-02,NA,2002-02-27,NA,NA,04A,I,2002,NA,2001,NA
I0294B,M,2001-12-03,NA,2002-02-08,NA,NA,94B,J,2002,NA,2001,NA
I0233G,U,2001-12-03,NA,2002-02-21,NA,NA,33G,DD,2002,NA,2001,NA
I02S59,U,2001-12-03,NA,2002-02-21,NA,NA,S59,F,2002,NA,2001,NA
I02I50,U,2001-12-06,2001-12-08,NA,NA,NA,I50,H,2002,H,2001,2001
I0264H,F,2001-12-09,2001-12-11,NA,NA,NA,64H,C,2002,C,2001,2001
I02V91,F,2001-12-09,NA,2002-02-08,NA,NA,V91,E,2002,NA,2001,NA
I02Z07,M,2001-12-09,NA,2002-02-26,NA,NA,Z07,F,2002,NA,2001,NA
I02O75,F,2001-12-11,NA,2002-03-06,NA,NA,O75,F,2002,NA,2001,NA
I02V81,M,2001-12-11,NA,2002-03-07,NA,NA,V81,E,2002,NA,2001,NA
I02J85,F,2001-12-15,NA,2002-01-17,NA,NA,J85,F,2002,NA,2001,NA
I02O70,U,2001-12-18,NA,2002-01-17,NA,NA,O70,F,2002,NA,2001,NA
I02Z92,M,2001-12-19,NA,2002-03-02,NA,NA,Z92,D,2002,NA,2001,NA
I0214F,M,2001-12-21,NA,2002-02-27,NA,NA,14F,F,2002,NA,2001,NA
10R,M,2001-12-24,2016-01-12,NA,R75,NA,R75,KK,2002,R,2001,2016
I02O63,U,2001-12-25,2001-12-31,NA,NA,NA,O63,V,2002,V,2001,2001
I02R79,F,2001-12-25,NA,2002-03-06,NA,NA,R79,F,2002,NA,2001,NA
I02Z97,M,2001-12-25,NA,2002-03-20,NA,NA,Z97,F,2002,NA,2001,NA
I02R64,U,2001-12-26,2002-01-29,NA,NA,NA,R64,F,2002,F,2001,2002
I0254I,U,2001-12-26,NA,2002-01-17,NA,NA,54I,L,2002,NA,2001,NA
I0280A,F,2001-12-26,NA,2002-02-27,NA,NA,80A,I,2002,NA,2001,NA
I0219I,M,2001-12-26,NA,2002-03-12,NA,NA,19I,G,2002,NA,2001,NA
I02O36,M,2001-12-26,NA,2002-03-12,NA,NA,O36,D,2002,NA,2001,NA
I0283C,F,2001-12-26,NA,2002-03-20,NA,NA,83C,G,2002,NA,2001,NA
I0299A,U,2001-12-27,2002-01-03,NA,NA,NA,99A,F,2002,F,2001,2002
I02R68,M,2001-12-28,NA,2002-01-17,NA,NA,R68,F,2002,NA,2001,NA
I0238E,F,2001-12-31,2002-04-20,NA,NA,NA,38E,R,2002,R,2001,2002
I0290G,M,2002-01-01,2003-03-15,NA,NA,NA,90G,R,2002,R,2002,2003
I0284C,M,2002-01-01,NA,2002-03-20,NA,NA,84C,D,2002,NA,2002,NA
I0298H,M,2002-01-02,NA,2002-02-20,NA,NA,98H,S,2002,NA,2002,NA
I0281B,M,2002-01-03,2003-03-15,NA,NA,NA,81B,HH,2002,HH,2002,2003
I0203I,M,2002-01-03,NA,2002-02-27,NA,NA,03I,I,2002,NA,2002,NA
I0271E,F,2002-01-05,NA,2002-01-30,NA,NA,71E,F,2002,NA,2002,NA
I0256D,M,2002-01-05,NA,2002-02-01,NA,NA,56D,F,2002,NA,2002,NA
I0291E,F,2002-01-05,NA,2002-02-27,NA,NA,91E,L,2002,NA,2002,NA
I02V82,M,2002-01-06,NA,2002-03-01,NA,NA,V82,I,2002,NA,2002,NA
I0205A,U,2002-01-07,NA,2002-02-21,NA,NA,05A,I,2002,NA,2002,NA
I02G43,M,2002-01-08,2002-11-21,NA,NA,NA,G43,HH,2002,HH,2002,2002
I0214I,U,2002-01-12,2002-01-23,NA,NA,NA,14I,F,2002,F,2002,2002
I02T27,U,2002-01-12,NA,2002-03-19,NA,NA,T27,F,2002,NA,2002,NA
I02X20,M,2002-01-15,2003-03-15,NA,NA,NA,X20,HH,2002,HH,2002,2003
I02I70,F,2002-01-17,NA,2002-03-15,NA,NA,I70,F,2002,NA,2002,NA
I02V04,M,2002-01-19,NA,2002-01-29,NA,NA,V04,F,2002,NA,2002,NA
I0234D,U,2002-01-26,NA,2002-02-21,NA,NA,34D,G,2002,NA,2002,NA
I0200F,U,2002-01-27,2002-01-31,NA,NA,NA,00F,F,2002,F,2002,2002
I02O56,M,2002-02-12,NA,2002-03-01,NA,NA,O56,I,2002,NA,2002,NA
I0204E,M,2002-02-13,2002-02-28,NA,NA,NA,04E,F,2002,F,2002,2002
I02N05,M,2002-02-13,NA,2002-03-13,NA,NA,N05,K,2002,NA,2002,NA
I02L37,M,2002-02-14,NA,2002-03-13,NA,NA,L37,D,2002,NA,2002,NA
I02X91,F,2002-03-01,2002-03-19,NA,NA,NA,X91,R,2002,R,2002,2002
II02X91,F,2002-03-01,2002-12-09,NA,NA,NA,X91,R,2002,R,2002,2002
I02K04,M,2002-03-14,2002-03-16,NA,NA,NA,K04,F,2002,F,2002,2002
I0229B,U,2002-03-15,2002-05-09,NA,NA,NA,29B,F,2002,F,2002,2002
I0220F,U,2002-05-28,2002-05-31,NA,NA,NA,20F,F,2002,F,2002,2002
