AnimalID,DOB,Sex,BirthGroup,BehaviorMom,Last Event,LastGroup,EventDate,Status,DamGen,SireGen,BirthSeason,DOD,DateTransfer
ET,5/29/1959,m,U,046,E,E,3/11/1968,Remove,,,1959,,9/2/1971
EU,1/1/1957,f,U,?,nA,nA,1/1/1960,Dead,,,1957,11/12/1964,
EW,1/1/1954,f,U,?,nC,nC,1/1/1960,Dead,,,1944,8/1/1968,
EX,2/16/1959,m,U,059,A,A,1/1/1967,Dead,,,1959,6/7/1967,
EY,3/13/1959,m,U,119,nA,nA,1/1/1960,Dead,,,1959,9/15/1964,
EZ,4/6/1959,m,U,073,X,X,12/1/1968,Remove,,,1959,,5/5/1969
F00,3/11/1982,m,L,710,BB,BB,10/11/2002,Dead,,689,1982,1/7/2003,
F01,1/1/1982,m,L,964,,L,,Dead,,,1982,7/16/1984,
F02,3/8/1982,f,L,847,,L,,Remove,,,1982,,3/10/1992
F03,2/23/1982,m,L,731,Q,Q,9/11/1986,Dead,,,1982,4/5/1989,
F04,2/22/1982,m,L,606,I,I,9/10/1987,Remove,,,1982,,2/20/1990
F05,3/7/1982,m,L,480,nT,nT,4/1/1987,Remove,,,1982,,2/5/1992
F06,3/23/1982,f,L,966,,L,,Dead,,,1982,6/17/1986,
F07,2/24/1982,f,L,483,,L,,Remove,,,1982,,3/19/1992
F08,2/19/1982,m,L,432,R,R,10/15/2002,Dead,,626,1982,7/7/2003,
F09,2/9/1982,f,L,955,,L,,Remove,,,1982,,3/3/1992
F1,1/15/1965,m,A,090,C,C,9/5/1968,Remove,,,1965,,12/2/1968
F10,3/6/1982,m,I,584,L,L,8/10/1987,Dead,,,1982,9/14/1989,
F11,2/1/1982,f,M,472,,M,,Remove,472,669,1982,,1/9/1984
F12,3/22/1982,m,M,796,,M,,Remove,,,1982,,1/11/1984
F13,3/2/1982,f,J,LA,,J,,Remove,,,1982,,3/19/1984
F14,1/2/1982,f,I,950,,I,,Remove,,,1982,,2/8/1990
F16,2/8/1982,f,J,458,,J,,Remove,,,1982,,2/21/1984
F17,3/3/1982,m,F,838,L,L,9/26/1990,Remove,,,1982,,3/17/1992
F18,3/21/1982,m,F,577,I,I,2/18/1987,Remove,,,1982,,2/14/1990
F19,2/22/1982,f,F,931,,F,,Dead,,,1982,4/1/1995,
F2,3/10/1965,m,A,LV,C,C,9/26/1968,Remove,,,1965,,12/7/1968
F20,1/13/1982,f,F,692,nAA,nAA,11/1/1992,Remove,,,1982,,2/1/1995
F21,3/12/1982,f,M,939,,M,,Remove,,,1982,,1/9/1984
F22,2/22/1982,f,M,937,,M,,Remove,937,,1982,,1/9/1984
F23,2/22/1982,f,F,693,nY,nY,11/1/1992,Remove,,,1982,,2/8/1995
F24,2/7/1982,m,F,930,L,L,8/14/1989,Remove,,,1982,,3/4/1992
F25,3/27/1982,f,F,985,,F,,Dead,985,,1982,4/18/2006,
F26,2/8/1982,m,F,510,GG,GG,8/3/1998,Dead,,,1982,9/1/1998,
F27,1/31/1982,m,F,FB,F,F,12/11/2000,Remove,,,1982,,1/17/2002
F28,4/9/1982,f,F,723,,F,,Dead,,,1982,2/6/1989,
F29,3/1/1982,f,L,709,,L,,Remove,,,1982,,3/19/1992
F3,4/29/1965,m,E,128,X,X,12/8/1969,Remove,,,1965,,11/30/1970
F30,2/1/1982,f,L,278,,L,,Remove,,,1982,,2/26/1992
F31,3/2/1982,m,J,Z4,,J,,Remove,,,1982,,3/5/1984
F32,2/17/1982,m,I,498,S,S,9/9/1998,Remove,,,1982,,3/30/2004
F33,1/21/1982,f,I,741,nQ,nQ,3/1/1985,Dead,,,1982,5/15/1991,
F34,2/28/1982,m,J,644,,J,,Remove,,,1982,,2/22/1984
F35,1/25/1982,m,M,571,,M,,Remove,,,1982,,1/11/1984
F36,4/26/1982,m,M,522,,M,,Remove,522,,1982,,1/9/1984
F37,3/1/1982,f,J,238,,J,,Remove,,,1982,,2/29/1984
F38,3/26/1982,f,L,572,nV,V,1/1/1991,Dead,,,1982,6/16/2011,
F39,3/30/1982,m,L,671,I,I,8/5/1986,Remove,,,1982,,2/8/1990
F4,3/8/1965,m,J,JP,X,X,2/2/1987,Dead,,,1965,3/18/1987,
F40,3/12/1982,f,J,375,,J,,Remove,,,1982,,3/19/1984
F41,2/28/1982,f,O,908,,O,,Remove,,,1982,,5/1/1984
F42,2/3/1982,f,M,850,,M,,Remove,,,1982,,1/9/1984
F43,2/10/1982,f,J,601,,J,,Remove,,,1982,,3/19/1984
F44,3/7/1982,f,J,940,,J,,Remove,,,1982,,3/19/1984
F45,5/23/1982,f,J,553,,J,,Remove,,,1982,,3/12/1984
F46,1/31/1982,m,O,M7,F,F,7/20/1995,Dead,,,1982,10/23/2001,
F47,3/13/1983,m,M,736,,M,,Remove,,,1983,,1/9/1984
F48,6/5/1983,m,M,514,,M,,Remove,,,1983,,1/9/1984
F49,3/15/1983,f,M,518,,M,,Remove,,,1983,,1/9/1984
F5,3/30/1965,f,C,112,,C,,Dead,,,1965,1/13/1969,
F50,2/27/1983,f,M,751,,M,,Remove,,,1983,,1/11/1984
F51,1/17/1983,m,M,793,,M,,Remove,793,,1983,,1/11/1984
F52,1/2/1983,m,M,740,,M,,Remove,,,1983,,1/11/1984
F53,3/21/1983,m,M,857,,M,,Remove,,717,1983,,1/11/1984
F54,1/24/1983,m,M,989,,M,,Remove,,,1983,,1/11/1984
F54x,1/29/1983,m,M,571,,M,,Remove,,,1983,,1/16/1984
F55,2/13/1983,f,M,994,,M,,Remove,,,1983,,1/18/1984
F56,3/18/1983,m,M,OT,,M,,Remove,,,1983,,1/18/1984
F57,1/1/1983,m,M,643,,M,,Remove,,,1983,,1/18/1984
F58,3/15/1983,m,M,293,,M,,Remove,,,1983,,1/18/1984
F59,4/10/1983,f,M,859,,M,,Remove,,,1983,,1/18/1984
F6,2/27/1965,f,C,LM,,C,,Remove,,,1965,,12/9/1968
F60,4/4/1983,m,M,646,,M,,Remove,,,1983,,1/18/1984
F61,5/3/1983,m,M,517,,M,,Remove,,,1983,,1/18/1984
F62,2/5/1983,f,M,733,,M,,Remove,,,1983,,1/18/1984
F63,1/20/1983,m,M,899,,M,,Remove,,,1983,,1/18/1984
F64,2/8/1983,f,M,YL,,M,,Remove,,,1983,,1/18/1984
F65,1/15/1983,f,M,438,,M,,Remove,,,1983,,1/24/1984
F66,3/21/1983,f,M,472,,M,,Remove,,,1983,,1/24/1984
F67,2/13/1983,m,M,832,,M,,Remove,,,1983,,1/26/1984
F68,2/14/1983,f,M,790,,M,,Remove,,717,1983,,1/26/1984
F69,3/15/1983,f,M,656,,M,,Remove,,,1983,,1/26/1984
F7,4/9/1965,m,J,092,nN,nN,10/1/1973,Dead,,,1965,10/10/1973,
F70,1/2/1983,m,F,FC,L,L,8/8/1988,Dead,,,1983,10/6/1988,
F71,2/6/1983,m,F,FB,,F,,Dead,,,1983,2/5/1984,
F72,2/5/1983,f,F,573,F,F,11/10/2000,Remove,,,1983,,2/5/2002
F73,2/13/1983,m,F,577,I,I,4/21/1987,Remove,,,1983,,2/14/1990
F74,3/17/1983,f,F,931,nEE,nEE,6/1/1997,Dead,931,,1983,2/22/1999,
F75,2/7/1983,f,F,693,,F,,Dead,,,1983,5/8/1989,
F76,2/1/1983,f,F,700,I,I,1/25/1985,Remove,,,1983,,2/13/1985
F77,2/6/1983,m,F,789,nP,nP,12/1/1983,Remove,,,1983,,1/15/1985
F78,4/4/1983,m,F,408,I,I,9/10/1987,Remove,,,1983,,1/30/1990
F79,1/5/1983,m,F,874,L,L,6/20/1990,Dead,,,1983,7/29/1991,
F8,3/13/1965,m,J,S009,X,X,7/1/1973,Dead,,,1965,9/12/1973,
F80,2/10/1983,m,F,679,I,I,10/13/1987,Remove,,,1983,,2/26/1990
F81,2/12/1983,m,J,923,,J,,Remove,,,1983,,3/1/1984
F82,4/24/1983,f,F,812,nY,nY,11/1/1992,Remove,,,1983,,1/13/1995
F83,1/13/1983,f,F,699,,F,,Dead,,,1983,10/20/1993,
F84,3/7/1983,f,F,A71,,F,,Dead,,,1983,10/3/1991,
F85,5/2/1983,m,F,7L,X,X,3/5/1987,Dead,,,1983,6/8/1987,
F86,2/1/1983,m,F,840,nP,nP,12/1/1983,Remove,,,1983,,1/15/1985
F87,1/31/1983,m,F,979,I,I,1/25/1985,Remove,,,1983,,2/22/1985
F88,1/15/1983,f,F,N2,nP,nP,12/1/1983,Remove,,,1983,,1/15/1985
F89,2/6/1983,m,F,A73,nP,nP,12/1/1983,Remove,,,1983,,1/15/1985
F9,3/10/1965,f,E,ED,H,H,9/30/1971,Remove,,,1965,,7/31/1972
F90,3/19/1983,f,F,649,I,I,1/25/1985,Remove,,,1983,,2/13/1985
F91,1/29/1983,f,O,773,,O,,Remove,,,1983,,5/1/1984
F92,1/29/1983,m,O,688,,O,,Remove,,,1983,,5/1/1984
F93,3/22/1983,f,O,612,,O,,Remove,,,1983,,5/1/1984
F94,2/11/1983,f,O,546,,O,,Remove,,,1983,,5/1/1984
F95,2/5/1983,f,O,613,,O,,Remove,,,1983,,5/1/1984
F96,2/13/1983,f,O,685,,O,,Remove,,,1983,,5/1/1984
F97,1/31/1983,f,O,655,,O,,Remove,,,1983,,5/1/1984
F98,2/8/1983,m,O,308,,O,,Remove,,,1983,,5/1/1984
F99,2/14/1983,f,F,984,nP,nP,12/1/1983,Remove,,,1983,,1/15/1985
FA,3/29/1961,m,C,003,E,E,8/18/1969,Remove,,,1961,,8/3/1971
FB,3/11/1964,f,F,065,,F,,Dead,,,1964,8/13/1995,
FC,3/9/1964,f,F,K,,F,,Dead,,,1964,7/8/1985,
FD,2/20/1964,m,F,EK,L,L,10/1/1973,Dead,,,1964,9/14/1975,
FE,2/1/1964,f,H,AH,,H,,Remove,,,1964,,6/25/1966
FF,4/7/1964,f,A,HS,,A,,Remove,,,1964,,11/5/1971
FG,2/21/1964,m,C,AS,A,A,1/29/1968,Remove,,,1964,,12/2/1968
FH,4/24/1964,f,I,CS,,I,,Dead,,,1964,8/15/1983,
FI,2/8/1964,m,I,116,L,L,12/13/1971,Dead,,,1964,5/1/1972,
FJ,2/28/1964,m,A,081,nL,nL,11/10/1969,Dead,,,1964,10/17/1973,
FK,1/31/1964,m,H,R004,,H,,Remove,,,1964,,6/25/1966
FL,2/18/1964,m,A,RB,,A,,Dead,,,1964,8/17/1967,
FM,2/16/1964,f,A,041,,A,,Dead,,,1964,2/5/1969,
FN,3/3/1964,f,H,HT,,H,,Dead,,,1964,3/20/1969,
FO,2/5/1964,m,C,KK,,C,,Remove,,,1964,,3/11/1969
FP,4/26/1964,m,F,DL,E,E,8/20/1969,Remove,,,1964,,9/27/1971
FQ,3/16/1964,f,C,038,,C,,Remove,,,1964,,4/16/1969
FR,3/17/1964,f,A,EU,,A,,Dead,,,1964,1/27/1965,
FS,3/2/1964,m,C,KR,I,I,8/1/1981,Dead,,,1964,8/17/1981,
FT,2/6/1964,m,A,DT,C,C,12/1/1968,Remove,,,1964,,1/13/1969
FU,3/4/1964,m,C,BJ,,C,,Remove,,,1964,,12/9/1968
FV,3/11/1964,f,C,003,,C,,Dead,,,1964,1/26/1968,
FW,2/6/1964,m,C,EW,,C,,Remove,,,1964,,12/16/1968
FX,3/3/1964,m,F,W,A,A,8/12/1969,Dead,,,1964,8/31/1969,
FY,2/27/1964,f,C,LN,,C,,Remove,,,1964,,12/11/1967
FZ,5/20/1964,m,H,049,,H,,Remove,,,1964,,6/25/1966
G00,3/18/1983,m,F,476,nP,nP,12/1/1983,Remove,,,1983,,1/15/1985
G01,2/8/1983,f,I,909,,I,,Remove,,,1983,,1/30/1990
G02,2/22/1983,f,I,FH,nT,nT,4/1/1987,Dead,,,1983,2/2/1988,
G03,2/3/1983,m,I,528,L,L,9/15/1989,Remove,,,1983,,3/26/1992
G04,2/21/1983,f,I,798,nQ,nQ,3/1/1985,Remove,,,1983,,2/21/1994
G05,2/17/1983,m,I,808,Q,Q,9/18/1987,Dead,,,1983,4/6/1989,
G06,2/27/1983,m,I,587,nT,nT,4/2/1987,Remove,,,1983,,2/3/1992
G07,1/21/1983,m,II,233,R,R,5/8/2003,Dead,,642,1983,1/20/2004,
G08,1/8/1983,m,I,950,,I,,Dead,,,1983,12/14/1987,
G09,1/4/1983,m,I,952,HH,HH,12/1/2000,Dead,,647,1983,7/11/2001,
G1,2/23/1965,f,C,R005,,C,,Remove,,,1965,,3/3/1969
G10,2/17/1983,f,I,A47,,I,,Remove,,,1983,,2/6/1990
G11,2/15/1983,f,I,869,nGG,nGG,5/1/1997,Dead,869,,1983,2/2/1998,
G12,5/18/1983,f,I,498,,I,,Remove,,,1983,,1/31/1990
G13,2/25/1983,m,I,A26,X,X,6/8/1999,Dead,,381,1983,9/29/1999,
G14,2/14/1983,f,I,633,nT,nT,4/1/1987,Remove,,,1983,,2/3/1992
G15,2/27/1983,m,O,508,,O,,Remove,,,1983,,5/1/1984
G16,1/18/1983,m,I,829,,I,,Dead,,,1983,2/9/1984,
G17,1/14/1983,f,I,501,nBB,BB,1/1/1996,Dead,,,1983,11/23/1999,
G18,3/29/1983,m,I,B59,F,F,8/31/1988,Dead,,,1983,10/18/1991,
G19,3/11/1983,f,I,741,nQ,nQ,3/1/1985,Remove,,,1983,,3/1/1994
G2,2/19/1965,f,A,R,,A,,Dead,,,1965,5/24/1971,
G20,2/5/1983,m,I,953,nY,nY,11/1/1992,Remove,953,,1983,,1/13/1995
G21,2/23/1983,m,II,470,R,R,11/7/1995,Dead,470,,1983,1/26/2006,
G22,2/15/1983,m,I,454,L,L,7/5/1990,Remove,,,1983,,3/19/1992
G23,2/5/1983,m,II,777,X,X,7/10/2007,Dead,777,,1983,10/1/2007,
G24,2/10/1983,f,I,941,nT,nT,4/1/1987,Dead,,,1983,2/20/1990,
G25,3/12/1983,f,I,526,nQ,nQ,3/1/1985,Remove,,,1983,,2/8/1994
G26,2/22/1983,m,I,898,L,L,9/12/1990,Remove,,,1983,,3/3/1992
G27,12/25/1982,m,I,604,X,X,9/11/1992,Dead,,647,1983,10/29/1992,
G28,12/27/1982,f,F,854,nP,nP,12/1/1983,Remove,,,1983,,1/15/1985
G29,2/18/1983,f,I,747,nQ,nQ,3/1/1985,Dead,,,1983,11/28/1988,
G3,3/17/1965,f,A,LH,,A,,Dead,,,1965,3/18/1969,
G30,3/18/1983,f,I,913,I,I,3/6/1986,Remove,,,1983,,1/30/1990
G31,3/7/1983,f,I,745,nQ,nQ,3/1/1985,Remove,,,1983,,3/1/1994
G32,2/3/1983,f,L,258,,L,,Remove,,,1983,,3/10/1992
G33,1/30/1983,m,L,A55,Y,Y,3/7/1994,Remove,,708,1983,,1/13/1995
G34,3/18/1983,m,L,480,I,I,12/14/1989,Remove,,,1983,,2/6/1990
G35,4/23/1983,f,L,A57,,L,,Remove,,,1983,,2/26/1992
G36,2/18/1983,m,L,432,Q,Q,9/4/1986,Dead,,,1983,4/5/1989,
G37,3/10/1983,m,L,A67,nEE,nEE,6/1/1997,Dead,,,1983,9/5/1997,
G38,2/10/1983,f,L,606,,L,,Remove,,,1983,,2/24/1992
G39,2/10/1983,f,L,713,,L,,Remove,,,1983,,2/24/1992
G4,3/9/1965,f,A,DZ,nL,nL,11/10/1969,Dead,,,1965,9/16/1977,
G40,2/1/1983,f,L,670,,L,,Remove,,,1983,,2/26/1992
G41,4/11/1983,m,I,A27,L,L,9/4/1991,Remove,,,1983,,3/2/1992
G42,1/19/1983,f,F,692,nAA,nAA,11/1/1992,Remove,,,1983,,2/9/1995
G43,2/5/1983,f,F,838,HH,HH,12/1/2000,Dead,838,,1983,2/5/2007,
G44,3/9/1983,m,I,585,L,L,8/4/1987,Dead,,,1983,3/14/1988,
G45,2/23/1983,m,J,Z1,,J,,Remove,,,1983,,3/19/1984
G46,2/14/1983,m,I,633,L,L,8/4/1987,Dead,,,1983,2/26/1988,
G47,4/23/1983,f,I,A31,,I,,Remove,,,1983,,2/5/1990
G48,3/15/1983,f,O,729,,O,,Remove,,,1983,,5/1/1984
G49,1/24/1983,f,J,813,,J,,Remove,,,1983,,3/5/1984
G5,3/10/1965,m,A,S,C,C,1/7/1969,Remove,,,1965,,2/10/1969
G50,3/12/1983,f,J,763,,J,,Remove,,,1983,,3/19/1984
G51,1/18/1983,f,I,WE,,I,,Remove,,,1983,,2/6/1990
G52,2/18/1983,m,J,A54,,J,,Remove,,,1983,,3/5/1984
G53,2/19/1983,m,J,486,,J,,Remove,,,1983,,3/5/1984
G54,2/9/1983,f,J,A00,,J,,Remove,,,1983,,3/19/1984
G55,4/8/1983,m,J,A14,,J,,Remove,,,1983,,3/19/1984
G56,2/25/1983,f,J,A07,,J,,Remove,,,1983,,3/19/1984
G57,4/6/1983,m,J,A16,,J,,Remove,,,1983,,3/19/1984
G58,2/26/1983,m,J,A02,,J,,Remove,,,1983,,3/7/1984
G59,1/2/1983,m,L,958,I,I,2/13/1987,Remove,,,1983,,2/21/1990
G6,3/19/1965,m,A,HP,,A,,Dead,,,1965,11/1/1967,
G60,4/18/1983,m,L,483,F,F,2/15/1989,Dead,,,1983,4/7/1989,
G61,2/22/1983,f,L,A58,,L,,Remove,,,1983,,3/19/1992
G62,2/24/1983,m,L,845,BB,BB,10/7/1996,Remove,845,,1983,,2/26/2004
G63,1/9/1983,f,L,842,,L,,Dead,,,1983,2/17/1984,
G64,12/25/1982,m,L,844,Q,Q,10/7/1988,Dead,,,1983,5/14/1989,
G65,3/23/1983,f,L,668,,L,,Remove,,,1983,,3/2/1992
G66,2/23/1983,m,F,725,L,L,12/31/1991,Remove,,,1983,,2/26/1992
G67,1/29/1983,f,F,287,,F,,Dead,,,1983,6/26/1984,
G68,1/31/1983,f,II,262,nR,R,8/1/1985,Dead,,,1983,3/28/2003,
G69,1/13/1983,f,O,9V,,O,,Remove,,,1983,,5/1/1984
G7,4/16/1965,m,F,DL,E,E,8/18/1969,Remove,,,1965,,8/26/1971
G70,4/26/1983,f,O,A38,,O,,Remove,,,1983,,5/1/1984
G71,2/7/1983,f,O,701,,O,,Remove,,,1983,,5/1/1984
G72,1/29/1983,m,O,855,,O,,Remove,,,1983,,5/1/1984
G73,2/21/1983,f,I,530,,I,,Remove,,,1983,,2/5/1990
G74,3/7/1983,f,I,234,,I,,Dead,,,1983,9/9/1985,
G75,2/25/1983,m,J,417,,J,,Remove,,,1983,,2/22/1984
G76,4/4/1983,m,J,757,,J,,Dead,,,1983,2/28/1984,
G77,3/29/1983,m,J,936,,J,,Remove,,,1983,,2/27/1984
G78,3/8/1983,m,J,809,,J,,Remove,,,1983,,3/19/1984
G79,3/7/1983,m,J,644,,J,,Remove,,,1983,,3/5/1984
G8,3/29/1965,f,F,AC,O,O,9/1/1977,Dead,,,1965,2/24/1982,
G80,1/1/1983,f,I,678,nDD,nDD,5/1/1997,Remove,678,,1983,,3/12/2002
G81,2/22/1983,f,L,405,,L,,Remove,,708,1983,,3/26/1992
G82,4/22/1983,f,L,660,,L,,Remove,,,1983,,3/12/1992
G83,2/9/1983,m,L,404,L,L,3/13/1989,Remove,,689,1983,,3/12/1992
G84,4/27/1983,f,J,XJ,,J,,Remove,,,1983,,3/19/1984
G85,4/26/1983,f,J,885,,J,,Remove,,,1983,,3/19/1984
G86,2/15/1983,f,J,827,,J,,Remove,,,1983,,3/7/1984
G87,4/16/1983,f,J,565,,J,,Remove,,,1983,,2/29/1984
G88,4/29/1983,m,J,810,,J,,Remove,,,1983,,3/7/1984
G89,3/11/1983,f,J,562,,J,,Remove,,,1983,,3/7/1984
G9,2/16/1965,m,C,S002,,C,,Remove,,,1965,,2/4/1969
G90,2/4/1983,m,J,820,,J,,Remove,,,1983,,3/12/1984
G91,2/16/1983,m,J,416,,J,,Remove,,,1983,,2/22/1984
G92,4/4/1983,f,J,682,,J,,Remove,,,1983,,2/27/1984
G93,2/4/1983,f,J,756,,J,,Remove,,,1983,,3/21/1984
G94,4/25/1983,f,J,A22,,J,,Remove,,,1983,,2/27/1984
G95,2/7/1983,f,J,485,,J,,Remove,,,1983,,2/27/1984
G96,2/25/1983,f,J,624,,J,,Remove,,,1983,,3/19/1984
G97,3/5/1983,f,J,9K,,J,,Remove,,,1983,,2/27/1984
G98,2/15/1983,f,J,WF,,J,,Remove,,,1983,,2/29/1984
G99,2/1/1983,f,J,A23,,J,,Remove,,,1983,,2/22/1984
GA,4/1/1964,m,A,DZ,C,C,11/1/1968,Remove,,,1964,,1/13/1969
GB,2/21/1964,f,C,CD,,C,,Remove,,,1964,,12/11/1967
GC,2/7/1963,f,A,R013,,A,,Dead,,,1963,4/11/1967,
GD,2/3/1964,m,A,R,C,C,9/3/1968,Remove,,,1964,,12/2/1968
GE,4/1/1964,f,C,ND,,C,,Remove,,,1964,,12/2/1968
GF,5/14/1964,m,E,128,,E,,Dead,,,1964,6/3/1969,
GG,2/8/1964,f,C,HD,,C,,Remove,,,1964,,12/2/1968
GH,2/18/1964,f,C,094,,C,,Remove,,,1964,,1/13/1969
GI,2/20/1964,f,A,119,,A,,Remove,,,1964,,11/5/1971
GJ,3/20/1964,m,A,DR,F,F,10/16/1972,Dead,,,1964,10/19/1972,
GK,2/8/1964,f,A,BN,,A,,Dead,,,1964,2/14/1972,
GL,3/9/1964,f,C,088,,C,,Remove,,,1964,,12/16/1968
GN,3/2/1964,m,C,AW,L,L,10/21/1971,Dead,,,1964,2/5/1972,
GO,3/2/1964,m,A,Z,X,X,8/16/1970,Dead,,,1964,8/17/1970,
GP,5/4/1964,f,A,LI,,A,,Dead,,,1964,1/2/1968,
GQ,3/17/1964,m,C,AE,X,X,8/6/1971,Remove,,,1964,,9/29/1971
GR,3/7/1964,f,C,IJ,,C,,Remove,,,1964,,1/14/1969
GS,3/11/1964,f,A,R010,,A,,Remove,,,1964,,11/5/1971
GT,2/4/1964,f,A,109,,A,,Remove,,,1964,,11/15/1965
GU,4/24/1964,f,C,074,,C,,Remove,,,1964,,3/11/1969
GV,5/2/1964,f,C,105,,C,,Remove,,,1964,,2/5/1968
GW,4/18/1963,m,F,AC,X,X,1/8/1970,Dead,,,1963,11/23/1970,
GX,2/28/1964,m,A,015,C,C,12/20/1968,Remove,,,1964,,1/13/1969
GY,2/6/1964,f,A,064,,A,,Remove,,,1964,,3/14/1972
GZ,2/1/1964,m,A,037,E,E,10/1/1968,Remove,,,1964,,4/26/1971
H,5/16/1960,m,G,046,nHH,HH,1/1/1961,Remove,,,1960,,9/12/1961
H00,1/20/1983,m,J,327,,J,,Remove,,,1983,,2/29/1984
H01,3/13/1983,m,J,616,,J,,Remove,,,1983,,3/19/1984
H02,3/6/1983,f,II,971,nR,R,8/1/1985,Dead,971,742,1983,8/20/2006,
H03,1/19/1983,f,I,970,nQ,nQ,3/1/1985,Dead,,,1983,3/1/1993,
H04,4/11/1983,m,O,A82,,O,,Remove,,,1983,,5/1/1984
H05,1/1/1983,f,O,870,,O,,Remove,,,1983,,5/1/1984
H07,3/13/1983,m,J,A64,,J,,Remove,,,1983,,3/7/1984
H08,2/7/1983,f,J,458,,J,,Remove,,,1983,,2/21/1984
H09,3/28/1983,f,J,942,,J,,Remove,,,1983,,2/21/1984
H1,3/18/1965,f,C,BJ,,C,,Remove,,,1965,,12/9/1968
H10,2/16/1983,f,J,554,,J,,Remove,,,1983,,3/19/1984
H11,3/29/1983,m,J,320,,J,,Remove,,,1983,,3/12/1984
H12,4/15/1983,f,J,883,,J,,Remove,,,1983,,3/12/1984
H13,2/19/1983,m,J,617,,J,,Remove,,,1983,,3/5/1984
H14,2/10/1983,m,J,681,,J,,Remove,,,1983,,3/5/1984
H15,1/30/1983,f,J,7H,,J,,Remove,,,1983,,3/5/1984
H16,2/25/1983,m,J,551,,J,,Remove,,,1983,,3/5/1984
H17,2/2/1983,m,J,918,,J,,Remove,,,1983,,3/19/1984
H18,2/28/1983,f,J,686,,J,,Remove,,,1983,,2/29/1984
H19,3/26/1983,m,J,A50,,J,,Remove,,,1983,,2/22/1984
H2,3/26/1965,m,C,LN,K,K,6/30/1970,Remove,,,1965,,3/21/1972
H20,2/15/1983,f,L,278,,L,,Dead,,,1983,1/8/1987,
H21,4/25/1983,m,J,625,,J,,Remove,,,1983,,2/23/1984
H22,3/4/1983,f,O,A36,,O,,Dead,,,1983,3/8/1984,
H23,2/16/1983,m,J,704,,J,,Remove,,,1983,,2/27/1984
H24,1/19/1983,m,J,420,,J,,Remove,,,1983,,2/21/1984
H25,2/26/1983,m,J,A03,,J,,Remove,,,1983,,3/7/1984
H26,5/2/1983,m,J,603,,J,,Remove,,,1983,,3/1/1984
H3,3/14/1965,f,C,CD,,C,,Remove,,,1965,,4/12/1967
H32,12/18/1983,m,I,897,I,I,8/11/1988,Remove,,,1984,,3/6/1990
H35,2/3/1984,f,I,C19,,I,,Remove,,,1984,,1/30/1990
H36,3/24/1984,f,I,913,I,I,3/6/1986,Remove,,,1984,,1/30/1990
H37,2/6/1984,m,I,B85,,I,,Remove,,,1984,,2/8/1990
H38,2/19/1984,f,I,B64,nS,S,1/1/1986,Dead,B64,,1984,6/6/1990,
H4,2/25/1965,f,C,UQ,,C,,Remove,,,1965,,12/16/1968
H40,1/2/1984,m,I,674,S,S,11/6/1995,Dead,,,1984,4/10/1997,
H41,2/13/1984,f,I,808,,I,,Remove,,,1984,,2/1/1990
H42,1/13/1984,m,I,A43,X,X,4/5/1995,Dead,,,1984,7/14/1995,
H43,1/17/1984,m,I,673,,I,,Remove,,,1984,,2/1/1990
H44,2/2/1984,m,I,498,,I,,Remove,,,1984,,2/12/1990
H45,5/25/1984,f,II,971,R,R,7/21/1988,Dead,971,,1984,5/3/2005,
H46,1/10/1984,m,I,A25,L,L,8/28/1989,Remove,,,1984,,3/2/1992
H47,3/3/1984,m,I,898,R,R,11/9/1993,Dead,,,1984,7/3/1996,
H48,2/4/1984,f,I,587,nT,nT,4/2/1987,Remove,,,1984,,2/3/1992
H49,1/10/1984,m,I,604,,I,,Dead,,,1984,5/11/1987,
H5,5/10/1965,f,E,114,,E,,Remove,,,1965,,8/6/1971
H50,1/8/1984,m,I,678,F,F,8/15/1991,Dead,,,1984,9/24/1991,
H51,3/24/1984,m,I,633,L,L,8/31/1990,Remove,,,1984,,3/10/1992
H52,1/1/1984,m,I,896,T,T,9/15/1988,Remove,,,1984,,2/3/1992
H53,5/25/1984,m,I,446,nAA,nAA,11/1/1992,Remove,,,1984,,2/1/1995
H54,2/9/1984,f,I,745,nQ,nQ,3/1/1985,Remove,,,1984,,1/31/1994
H55,1/3/1984,m,I,233,F,F,5/21/1992,Dead,,,1984,8/9/1993,
H56,1/3/1984,f,I,A41,nQ,nQ,3/1/1985,Remove,,,1984,,1/26/1994
H57,12/22/1983,f,I,803,R,R,9/6/1988,Dead,,,1984,4/3/1992,
H58,1/27/1984,f,I,909,,I,,Remove,,,1984,,2/12/1990
H59,2/20/1984,m,I,941,nT,nT,4/1/1987,Dead,,,1984,3/1/1990,
H6,4/1/1965,f,A,JO,,A,,Remove,,,1965,,5/28/1972
H60,1/23/1984,f,I,C16,nT,nT,4/1/1987,Remove,,,1984,,1/29/1992
H61,2/22/1984,f,I,528,,I,,Remove,,,1984,,2/12/1990
H62,2/13/1984,m,I,234,nAA,nAA,11/1/1992,Remove,,,1984,,2/1/1995
H64,1/21/1984,f,II,953,nS,S,1/1/1986,Dead,953,,1984,4/17/2006,
H65,2/22/1984,f,I,829,nR,R,8/1/1985,Dead,,,1984,7/22/1987,
H66,2/22/1984,m,I,530,F,F,8/3/1988,Dead,,,1984,11/10/1994,
H67,1/23/1984,m,F,931,I,I,11/7/1988,Dead,,,1984,11/22/1989,
H68,2/7/1984,m,F,974,I,I,10/13/1987,Remove,,,1984,,2/8/1990
